N,Time,1.INT,1.PFMIN,1.PFMAJ,2.INT,2.PFMIN,2.PFMAJ,3.INT,3.PFMIN,3.PFMAJ,4.INT,4.PFMIN,4.PFMAJ,5.INT,5.PFMIN,5.PFMAJ,6.INT,6.PFMIN,6.PFMAJ,7.INT,7.PFMIN,7.PFMAJ,8.INT,8.PFMIN,8.PFMAJ,9.INT,9.PFMIN,9.PFMAJ,10.INT,10.PFMIN,10.PFMAJ
41600064,0,3,454,0,3,454,0,4,454,0,4,454,0,4,454,0,3,454,0,3,454,0,3,454,0,3,454,0,3,454,0
43200064,0,4,844,0,4,844,0,4,844,0,4,844,0,3,844,0,4,844,0,4,844,0,3,844,0,4,844,0,3,844,0
44800064,0,3,213,0,4,213,0,4,213,0,4,213,0,4,213,0,3,213,0,4,213,0,4,213,0,3,213,0,4,213,0
46400064,0,3,604,0,4,604,0,4,604,0,4,604,0,4,604,0,4,604,0,4,604,0,3,604,0,4,604,0,4,604,0
48000064,0,4,483,0,4,483,0,4,483,0,4,483,0,4,483,0,4,483,0,4,483,0,4,483,0,4,483,0,4,483,0
49600064,0,4,874,0,4,874,0,4,874,0,5,874,0,5,874,0,5,874,0,4,874,0,4,874,0,5,874,0,5,874,0
51200064,0,4,243,0,5,243,0,4,243,0,5,243,0,5,243,0,4,243,0,4,243,0,4,243,0,4,243,0,4,243,0
52800064,0,4,633,0,5,633,0,5,633,0,5,633,0,5,633,0,6,633,0,5,633,0,4,633,0,4,633,0,5,633,0
54400064,0,5,513,0,5,513,0,5,513,0,4,513,0,4,513,0,13,513,0,5,513,0,4,513,0,4,513,0,5,513,0
56000064,0,5,392,0,5,392,0,4,392,0,5,392,0,5,392,0,4,392,0,5,392,0,5,392,0,4,392,0,5,392,0
57600064,0,5,783,0,4,783,0,5,783,0,5,783,0,5,783,0,4,783,0,5,783,0,5,783,0,5,783,0,4,783,0
59200064,0,5,663,0,5,663,0,5,663,0,5,663,0,5,663,0,5,663,0,5,663,0,5,663,0,5,663,0,7,663,0
60800064,0,5,542,0,5,542,0,5,542,0,5,542,0,6,542,0,6,542,0,5,542,0,4,542,0,5,542,0,5,542,0
62400064,0,5,422,0,4,422,0,5,422,0,6,422,0,5,422,0,5,422,0,5,422,0,5,422,0,5,422,0,4,422,0
64000064,0,5,302,0,5,302,0,5,302,0,5,302,0,4,302,0,4,302,0,6,302,0,6,302,0,6,302,0,6,302,0
65600064,0,5,692,0,6,692,0,8,692,0,6,692,0,296,692,0,27,692,0,5,692,0,245,692,0,291,692,0,320,692,0
67200064,0,288,572,0,237,572,0,83,572,0,6,572,0,8,572,0,6,572,0,6,572,0,5,572,0,6,572,0,5,572,0
68800064,0,5,451,0,6,451,0,4,451,0,6,451,0,6,451,0,5,451,0,6,451,0,6,451,0,13,451,0,6,451,0
70400064,0,5,842,0,6,842,0,8,842,0,7,839,0,6,842,0,6,842,0,6,842,0,8,842,0,6,842,0,6,842,0
72000064,0,6,722,0,6,722,0,5,722,0,6,722,0,5,722,0,6,722,0,6,722,0,6,722,0,5,722,0,6,722,0
73600064,0,6,601,0,7,601,0,6,601,0,6,601,0,6,601,0,6,601,0,7,601,0,6,601,0,7,601,0,6,601,0
75200064,0,6,481,0,5,481,0,6,481,0,6,481,0,6,481,0,8,481,0,6,481,0,6,481,0,7,481,0,6,481,0
76800064,0,6,872,0,5,872,0,6,872,0,6,872,0,8,869,0,6,872,0,6,872,0,6,872,0,6,872,0,6,872,0
78400064,0,6,751,0,6,751,0,6,751,0,7,751,0,7,751,0,6,751,0,5,751,0,6,751,0,7,751,0,7,751,0
80000064,0,7,631,0,9,631,0,6,631,0,7,631,0,7,631,0,7,631,0,6,631,0,6,631,0,7,631,0,7,631,0
96000064,0,8,449,0,7,449,0,8,449,0,7,449,0,16,449,0,8,449,0,7,449,0,8,449,0,7,449,0,8,449,0
112000064,0,12,778,0,9,778,0,9,778,0,11,778,0,9,778,0,9,778,0,9,778,0,9,778,0,9,778,0,9,778,0
128000064,0,9,597,0,10,597,0,10,597,0,10,597,0,11,597,0,10,597,0,10,597,0,10,597,0,10,597,0,9,597,0
