N,Time,1.INT,1.PFMIN,2.INT,2.PFMIN,3.INT,3.PFMIN
720064,721780,0,5,0,2,0,2
736064,705029,0,2,0,2,0,2
752064,707643,0,2,0,2,0,2
768064,710547,0,2,0,2,0,2
784064,714260,0,2,0,2,0,2
800064,717078,0,2,0,2,0,2
960064,759584,1,41,0,2,0,2
1120064,810942,0,41,0,2,0,2
1280064,823158,0,41,1,2,0,2
1440064,953475,0,41,0,2,0,2
1600064,939852,0,41,0,2,0,2
1760064,1011642,1,41,0,2,0,2
1920064,1085757,1,41,0,2,0,2
2080064,1186276,2,41,0,2,0,2
2240064,1288440,1,42,0,2,0,2
2400064,1347628,1,41,0,2,0,2
2560064,1372536,1,41,1,2,1,2
2720064,1580157,1,41,0,2,0,2
2880064,0,2,41,1,2,1,2
3040064,1849968,0,41,0,2,0,2
3200064,1964082,0,41,0,2,0,2
3360064,2114083,0,41,0,2,0,2
3520064,2271978,0,41,0,2,0,2
3680064,2411532,1,41,0,2,0,2
3840064,0,1,41,1,2,1,2
4000064,2683743,0,41,1,2,1,2
4160064,0,1,41,1,2,1,2
4320064,0,0,41,1,2,1,2
4480064,3234253,1,41,0,2,0,2
4640064,3367698,1,41,0,2,0,2
4800064,3517114,1,42,0,2,0,2
4960064,3704440,1,41,0,2,0,2
5120064,3960690,0,41,0,2,0,2
5280064,0,0,41,1,2,1,2
5440064,0,1,41,1,2,1,2
5600064,0,1,41,1,2,1,2
5760064,0,1,41,1,2,1,2
5920064,4730242,1,41,1,2,0,2
6080064,4970287,0,41,0,2,0,2
6240064,5121854,1,41,0,2,0,2
6400064,5319243,1,41,0,2,0,2
6560064,0,1,41,1,2,1,2
6720064,0,1,41,1,2,1,2
6880064,0,1,41,1,2,1,2
7040064,0,1,41,1,2,1,2
7200064,0,1,41,1,2,1,2
7360064,6336105,2,42,0,2,0,2
7520064,0,1,41,1,2,1,2
7680064,6658218,1,41,1,2,0,2
7840064,0,1,41,1,2,1,2
8000064,0,1,41,1,2,3,2
9600064,0,1,392,1,2,2,2
11200064,0,1,393,3,2,3,2
12800064,0,2,393,3,2,3,2
14400064,0,2,392,4,2,3,2
16000064,0,2,393,3,2,3,2
17600064,0,2,393,3,2,3,2
19200064,0,3,392,4,2,5,2
20800064,0,3,393,3,2,4,2
22400064,0,3,392,5,2,5,2
24000064,0,3,393,4,2,5,2
25600064,0,3,393,4,2,5,2
27200064,0,4,392,6,2,5,2
28800064,0,4,393,5,2,4,2
30400064,0,4,393,6,2,4,2
32000064,0,4,392,4,2,4,2
33600064,0,10,8206,12,8206,11,8206
35200064,0,10,8596,12,8596,11,8596
36800064,0,11,8987,12,8987,11,8987
38400064,0,11,9378,12,9378,12,9378
40000064,0,12,9768,12,9768,13,9768
41600064,0,12,10159,13,10159,14,10159
43200064,0,13,10549,14,10549,13,10549
44800064,0,12,10940,15,10940,14,10940
46400064,0,13,11331,15,11331,14,11331
48000064,0,13,11721,16,11721,15,11721
49600064,0,15,12112,15,12112,15,12112
51200064,0,15,12503,15,12503,15,12503
52800064,0,15,12893,17,12893,17,12893
54400064,0,16,13284,16,13284,17,13284
56000064,0,16,13674,18,13674,17,13674
57600064,0,17,14065,18,14065,18,14065
59200064,0,18,14456,18,14456,18,14456
60800064,0,18,14846,19,14846,20,14846
62400064,0,18,15237,22,15237,19,15237
64000064,0,19,15628,20,15628,20,15628
65600064,0,19,16018,21,16018,20,16018
67200064,0,19,16409,23,16409,20,16409
68800064,0,20,16799,21,16799,21,16799
70400064,0,21,17190,21,17190,22,17190
72000064,0,20,17581,23,17581,22,17581
73600064,0,21,17971,22,17971,23,17971
75200064,0,22,18362,23,18362,22,18362
76800064,0,24,18753,23,18753,23,18753
78400064,0,23,19143,26,19143,24,19143
80000064,0,23,19534,24,19534,26,19534
96000064,0,28,23440,30,23440,31,23440
112000064,0,35,27346,33,27346,33,27346
128000064,0,38,31253,38,31253,37,31253
